972,ARHGEF4
973,ARHGEF5
974,ARHGEF6
975,ARHGEF7
976,ARHGEF9
977,ARHGEF10
978,ARHGEF10L
979,ARHGEF11
980,ARHGEF12
981,ARHGEF15
982,ARHGEF16
983,ARHGEF17
984,ARHGEF18
985,ARHGEF19
986,ARHGEF25
987,ARHGEF26
988,ARHGEF28
989,ARHGEF33
990,ARHGEF35
991,ARHGEF37
992,ARHGEF38
993,ARHGEF39
994,ARHGEF40
995,ARID1A
996,ARID1B
997,ARID2
998,ARID3A
999,ARID3B
1000,ARID3C
1001,ARID4A
1002,ARID4B
1003,ARID5A
1004,ARID5B
1005,ARIH1
1006,ARIH2
1007,ARIH2OS
1008,ARL1
1009,ARL2
1010,ARL2BP
1011,ARL3
1012,ARL4A
1013,ARL4C
1014,ARL4D
1015,ARL5A
1016,ARL5B
1017,ARL5C
1018,ARL6
1019,ARL6IP1
1020,ARL6IP4
1021,ARL6IP5
1022,ARL6IP6
1023,ARL8A
1024,ARL8B
1025,ARL9
1026,ARL10
1027,ARL11
1028,ARL13A
1029,ARL13B
1030,ARL14
1031,ARL14EP
1032,ARL14EPL
1033,ARL15
1034,ARL16
1035,ARL17A
1036,ARL17B
1037,ARMC1
1038,ARMC2
1039,ARMC3
1040,ARMC4
1041,ARMC5
1042,ARMC6
1043,ARMC7
1044,ARMC8
1045,ARMC9
1046,ARMC10
1047,ARMC12
1048,ARMCX1
1049,ARMCX2
1050,ARMCX3
1051,ARMCX4
1052,ARMCX5
1053,ARMCX6
1054,ARMS2
1055,ARMT1
1056,ARNT
1057,ARNT2
1058,ARNTL
1059,ARNTL2
1060,ARPC1A
1061,ARPC1B
1062,ARPC2
1063,ARPC3
1064,ARPC4
1065,ARPC5
1066,ARPC5L
1067,ARPIN
1068,ARPP19
1069,ARPP21
1070,ARR3
1071,ARRB1
1072,ARRB2
1073,ARRDC1
1074,ARRDC2
1075,ARRDC3
1076,ARRDC4
1077,ARRDC5
1078,ARSA
1079,ARSB
1080,ARSD
1081,ARSE
1082,ARSF
1083,ARSG
1084,ARSH
1085,ARSI
1086,ARSJ
1087,ARSK
1088,ART1
1089,ART3
1090,ART4
1091,ART5
1092,ARTN
1093,ARV1
1094,ARVCF
1095,ARX
1096,AS3MT
1097,ASAH1
1098,ASAH2
1099,ASAH2B
1100,ASAP1
1101,ASAP2
1102,ASAP3
1103,ASB1
1104,ASB2
1105,ASB3
1106,ASB4
1107,ASB5
1108,ASB6
1109,ASB7
1110,ASB8
1111,ASB9
1112,ASB10
1113,ASB11
1114,ASB12
1115,ASB13
1116,ASB14
1117,ASB15
1118,ASB16
1119,ASB17
1120,ASB18
1121,ASCC1
1122,ASCC2
1123,ASCC3
1124,ASCL1
1125,ASCL2
1126,ASCL3
1127,ASCL4
1128,ASCL5
1129,ASDURF
1130,ASF1A
1131,ASF1B
1132,ASGR1
1133,ASGR2
1134,ASH1L
1135,ASH2L
1136,ASIC1
1137,ASIC2
1138,ASIC3
1139,ASIC4
1140,ASIC5
1141,ASIP
1142,ASL
1143,ASMT
1144,ASMTL
1145,ASNA1
1146,ASNS
1147,ASNSD1
1148,ASPA
1149,ASPDH
1150,ASPG
1151,ASPH
1152,ASPHD1
1153,ASPHD2
1154,ASPM
1155,ASPN
1156,ASPRV1
1157,ASPSCR1
1158,ASRGL1
1159,ASS1
1160,ASTE1
1161,ASTL
1162,ASTN1
1163,ASTN2
1164,ASXL1
1165,ASXL2
1166,ASXL3
1167,ASZ1
1168,ATAD1
1169,ATAD2
1170,ATAD2B
1171,ATAD3A
1172,ATAD3B
1173,ATAD3C
1174,ATAD5
1175,ATAT1
1176,ATCAY
1177,ATE1
1178,ATF1
1179,ATF2
1180,ATF3
1181,ATF4
1182,ATF5
1183,ATF6
1184,ATF6B
1185,ATF7
1186,ATF7IP
1187,ATF7IP2
1188,ATG2A
1189,ATG2B
1190,ATG3
1191,ATG4A
1192,ATG4B
1193,ATG4C
1194,ATG4D
1195,ATG5
1196,ATG7
1197,ATG9A
1198,ATG9B
1199,ATG10
1200,ATG12
1201,ATG13
1202,ATG14
1203,ATG16L1
1204,ATG16L2
1205,ATG101
1206,ATIC
1207,ATL1
1208,ATL2
1209,ATL3
1210,ATM
1211,ATMIN
1212,ATN1
1213,ATOH1
1214,ATOH7
1215,ATOH8
1216,ATOX1
1217,ATP1A1
1218,ATP1A2
1219,ATP1A3
1220,ATP1A4
1221,ATP1B1
1222,ATP1B2
1223,ATP1B3
1224,ATP1B4
1225,ATP2A1
1226,ATP2A2
1227,ATP2A3
1228,ATP2B1
1229,ATP2B2
1230,ATP2B3
1231,ATP2B4
1232,ATP2C1
1233,ATP2C2
1234,ATP4A
1235,ATP4B
1236,ATP5A1
1237,ATP5B
1238,ATP5C1
1239,ATP5D
1240,ATP5E
1241,ATP5F1
1242,ATP5G1
1243,ATP5G2
1244,ATP5G3
1245,ATP5H
1246,ATP5I
1247,ATP5J
1248,ATP5J2
1249,ATP5L
1250,ATP5L2
1251,ATP5O
1252,ATP5S
1253,ATP6AP1
1254,ATP6AP1L
1255,ATP6AP2
1256,ATP6V1A
1257,ATP6V1B1
1258,ATP6V1B2
1259,ATP6V1C1
1260,ATP6V1C2
1261,ATP6V1D
1262,ATP6V1E1
1263,ATP6V1E2
1264,ATP6V1F
1265,ATP6V1G1
1266,ATP6V1G2
1267,ATP6V1G3
1268,ATP6V1H
1269,ATP6V0A1
1270,ATP6V0A2
1271,ATP6V0A4
1272,ATP6V0B
1273,ATP6V0C
1274,ATP6V0D1
1275,ATP6V0D2
1276,ATP6V0E1
1277,ATP6V0E2
1278,ATP7A
1279,ATP7B
1280,ATP8A1
1281,ATP8A2
1282,ATP8B1
1283,ATP8B2
1284,ATP8B3
1285,ATP8B4
1286,ATP9A
1287,ATP9B
1288,ATP10A
1289,ATP10B
1290,ATP10D
1291,ATP11A
1292,ATP11B
1293,ATP11C
1294,ATP12A
1295,ATP13A1
1296,ATP13A2
1297,ATP13A3
1298,ATP13A4
1299,ATP13A5
1300,ATP23
1301,ATPAF1
1302,ATPAF2
1303,ATPIF1
1304,ATR
1305,ATRAID
1306,ATRIP
1307,ATRN
1308,ATRNL1
1309,ATRX
1310,ATXN1
1311,ATXN1L
1312,ATXN2
1313,ATXN2L
1314,ATXN3
1315,ATXN3L
1316,ATXN7
1317,ATXN7L1
1318,ATXN7L2
1319,ATXN7L3
1320,ATXN7L3B
1321,ATXN8
1322,ATXN10
1323,AUH
1324,AUNIP
1325,AUP1
1326,AURKA
1327,AURKAIP1
1328,AURKB
1329,AURKC
1330,AUTS2
1331,AVEN
1332,AVIL
1333,AVL9
1334,AVP
1335,AVPI1
1336,AVPR1A
1337,AVPR1B
1338,AVPR2
1339,AWAT1
1340,AWAT2
1341,AXDND1
1342,AXIN1
1343,AXIN2
1344,AXL
1345,AZGP1
1346,AZI2
1347,AZIN1
1348,AZIN2
1349,AZU1
1350,B2M
1351,B3GALNT1
1352,B3GALNT2
1353,B3GALT1
1354,B3GALT2
1355,B3GALT4
1356,B3GALT5
1357,B3GALT6
1358,B3GAT1
1359,B3GAT2
1360,B3GAT3
1361,B3GLCT
1362,B3GNT2
1363,B3GNT3
1364,B3GNT4
1365,B3GNT5
1366,B3GNT6
1367,B3GNT7
1368,B3GNT8
1369,B3GNT9
1370,B3GNTL1
1371,B4GALNT1
1372,B4GALNT2
1373,B4GALNT3
1374,B4GALNT4
1375,B4GALT1
1376,B4GALT2
1377,B4GALT3
1378,B4GALT4
1379,B4GALT5
1380,B4GALT6
1381,B4GALT7
1382,B4GAT1
1383,B9D1
1384,B9D2
1385,BAALC
1386,BAAT
1387,BABAM1
1388,BABAM2
1389,BACE1
1390,BACE2
1391,BACH1
1392,BACH2
1393,BAD
1394,BAG1
1395,BAG2
1396,BAG3
1397,BAG4
1398,BAG5
1399,BAG6
1400,BAGE
1401,BAGE3
1402,BAGE4
1403,BAHCC1
1404,BAHD1
1405,BAIAP2
1406,BAIAP2L1
1407,BAIAP2L2
1408,BAIAP3
1409,BAK1
1410,BAMBI
1411,BANF1
1412,BANF2
1413,BANK1
1414,BANP
1415,BAP1
1416,BARD1
1417,BARHL1
1418,BARHL2
1419,BARX1
1420,BARX2
1421,BASP1
1422,BATF
1423,BATF2
1424,BATF3
1425,BAX
1426,BAZ1A
1427,BAZ1B
1428,BAZ2A
1429,BAZ2B
1430,BBC3
1431,BBIP1
1432,BBOF1
1433,BBOX1
1434,BBS1
1435,BBS2
1436,BBS4
1437,BBS5
1438,BBS7
1439,BBS9
1440,BBS10
1441,BBS12
1442,BBX
1443,BCAM
1444,BCAN
1445,BCAP29
1446,BCAP31
1447,BCAR1
1448,BCAR3
1449,BCAS1
1450,BCAS2
1451,BCAS3
1452,BCAS4
1453,BCAT1
1454,BCAT2
1455,BCCIP
1456,BCDIN3D
1457,BCHE
1458,BCKDHA
1459,BCKDHB
1460,BCKDK
1461,BCL2
1462,BCL2A1
1463,BCL2L1
1464,BCL2L2
1465,BCL2L10
1466,BCL2L11
1467,BCL2L12
1468,BCL2L13
1469,BCL2L14
1470,BCL2L15
1471,BCL3
1472,BCL6
1473,BCL6B
1474,BCL7A
1475,BCL7B
1476,BCL7C
1477,BCL9
1478,BCL9L
1479,BCL10
1480,BCL11A
1481,BCL11B
1482,BCLAF1
1483,BCLAF3
1484,BCO1
1485,BCO2
1486,BCOR
1487,BCORL1
1488,BCR
1489,BCS1L
1490,BDH1
1491,BDH2
1492,BDKRB1
1493,BDKRB2
1494,BDNF
1495,BDP1
1496,BEAN1
1497,BECN1
1498,BECN2
1499,BEGAIN
1500,BEND2
1501,BEND3
1502,BEND4
1503,BEND5
1504,BEND6
1505,BEND7
1506,BEST1
1507,BEST2
1508,BEST3
1509,BEST4
1510,BET1
1511,BET1L
1512,BEX1
1513,BEX2
1514,BEX3
1515,BEX4
1516,BEX5
1517,BFAR
1518,BFSP1
1519,BFSP2
1520,BGLAP
1521,BGN
1522,BHLHA9
1523,BHLHA15
1524,BHLHB9
1525,BHLHE22
1526,BHLHE23
1527,BHLHE40
1528,BHLHE41
1529,BHMG1
1530,BHMT
1531,BHMT2
1532,BICC1
1533,BICD1
1534,BICD2
1535,BICDL1
1536,BICDL2
1537,BICRA
1538,BICRAL
1539,BID
1540,BIK
1541,BIN1
1542,BIN2
1543,BIN3
1544,BIRC2
1545,BIRC3
1546,BIRC5
1547,BIRC6
1548,BIRC7
1549,BIRC8
1550,BIVM
1551,BLCAP
1552,BLID
1553,BLK
1554,BLM
1555,BLMH
1556,BLNK
1557,BLOC1S1
1558,BLOC1S2
1559,BLOC1S3
1560,BLOC1S4
1561,BLOC1S5
1562,BLOC1S6
1563,BLVRA
1564,BLVRB
1565,BLZF1
1566,BMF
1567,BMI1
1568,BMP1
1569,BMP2
1570,BMP2K
1571,BMP3
1572,BMP4
1573,BMP5
1574,BMP6
1575,BMP7
1576,BMP8A
1577,BMP8B
1578,BMP10
1579,BMP15
1580,BMPER
1581,BMPR1A
1582,BMPR1B
1583,BMPR2
1584,BMS1
1585,BMT2
1586,BMX
1587,BNC1
1588,BNC2
1589,BNIP1
1590,BNIP2
1591,BNIP3
1592,BNIP3L
1593,BNIPL
1594,BOC
1595,BOD1
1596,BOD1L1
1597,BOD1L2
1598,BOK
1599,BOLA1
1600,BOLA2
1601,BOLA2B
1602,BOLA3
1603,BOLL
1604,BOP1
1605,BORA
1606,BORCS5
1607,BORCS6
1608,BORCS7
1609,BORCS8
1610,BPGM
1611,BPHL
1612,BPI
1613,BPIFA1
1614,BPIFA2
1615,BPIFA3
1616,BPIFB1
1617,BPIFB2
1618,BPIFB3
1619,BPIFB4
1620,BPIFB6
1621,BPIFC
1622,BPNT1
1623,BPTF
1624,BPY2
1625,BPY2B
1626,BPY2C
1627,BRAF
1628,BRAP
1629,BRAT1
1630,BRCA1
1631,BRCA2
1632,BRCC3
1633,BRD1
1634,BRD2
1635,BRD3
1636,BRD3OS
1637,BRD4
1638,BRD7
1639,BRD8
1640,BRD9
